rep,job_id,variant,gb_target,impl,backend,order,rows,nnz,nnz_row,mean_bandwidth,footprint_gb,iters,relres,cycle_ms,spmv_ms,other_ms,spmv_share,gbs,best_ms,spread_pct,runs,par,halo_ms,wall_sec,status
3,21848686,ompgpu1,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,30.286,168,9.425903e-09,305.296753,292.087408,13.209345,95.7,93.29,305.275277,0.01,3,1,N/A,177.1290,ok
3,21848686,ompgpu2,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.347,168,9.446114e-09,169.880643,160.995452,8.885190,94.8,169.26,168.969982,0.54,3,2,0.000000,110.0570,ok
3,21848686,ompgpu2halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,35.360,168,9.446114e-09,154.159902,145.919088,8.240814,94.7,186.74,154.089681,0.05,3,2,0.000000,102.5680,ok
3,21848686,ompgpu4,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.468,168,9.443046e-09,107.325969,103.103845,4.222123,96.1,264.29,107.267626,0.05,3,4,0.000000,80.3560,ok
3,21848686,ompgpu4halo,30,gpu,omp,natural,126518218,2017751756,15.95,135565.8,45.508,168,9.443046e-09,78.683885,74.488743,4.195142,94.7,365.82,78.659623,0.03,3,4,0.000000,66.7910,ok
3,21848686,ompgpu1,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,40.392,171,9.324093e-09,419.713797,402.324123,17.389673,95.9,90.33,419.704886,0.00,3,1,N/A,246.2540,ok
3,21848686,ompgpu2,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.139,171,9.279968e-09,229.772621,217.855046,11.917575,94.8,166.82,228.136387,0.72,3,2,0.000000,150.1520,ok
3,21848686,ompgpu2halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,47.156,171,9.279968e-09,208.441886,197.781922,10.659964,94.9,183.75,208.430397,0.01,3,2,0.000000,139.5870,ok
3,21848686,ompgpu4,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.635,171,9.283285e-09,146.251375,140.745754,5.505621,96.2,258.22,146.237022,0.01,3,4,0.000000,109.6230,ok
3,21848686,ompgpu4halo,40,gpu,omp,natural,168690958,2691219644,15.95,164224.1,60.683,171,9.283285e-09,103.888883,98.368422,5.520460,94.7,369.46,103.833277,0.05,3,4,0.000000,88.2870,ok
3,21848686,ompgpu1,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,50.498,169,9.799500e-09,511.361992,489.461378,21.900614,95.7,92.83,511.074663,0.06,3,1,N/A,298.3540,ok
3,21848686,ompgpu2,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.933,169,9.799338e-09,284.569182,270.331017,14.238164,95.0,168.08,283.580469,0.35,3,2,0.000000,185.1590,ok
3,21848686,ompgpu2halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,58.952,169,9.799338e-09,259.070828,245.433007,13.637821,94.7,185.13,258.994247,0.03,3,2,0.000000,172.4590,ok
3,21848686,ompgpu4,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.802,169,9.799288e-09,181.886780,174.898888,6.987892,96.2,259.79,181.771814,0.06,3,4,0.000000,135.5520,ok
3,21848686,ompgpu4halo,50,gpu,omp,natural,210863697,3364739477,15.96,190562.8,75.858,169,9.799288e-09,140.382919,132.468971,7.913947,94.4,343.01,138.669510,1.24,3,4,0.000000,115.2190,ok
